#,LINEARobjectID,LCtype,P,A,stdev,rms,Lchi2pdf,nObs,skew,kurt,CUF
,1210627,2,0.284468,0.5,0.17,0.24,1.226,277,-0.05,-1.19,1
,1212611,1,0.630896,0.7,0.22,0.26,1.472,297,-0.28,-0.97,1
,1215469,5,0.245076,0.65,0.21,0.27,1.774,302,0.83,-0.51,1
,1223684,1,0.493627,0.95,0.31,0.36,1.456,310,-0.55,-0.52,1
,1226099,1,0.616744,0.48,0.15,0.18,2.656,257,-0.53,-0.79,1
,1230516,5,0.293242,0.34,0.11,0.13,2.016,293,0.81,0.07,1
,1240665,1,0.632538,0.37,0.14,0.15,1.976,468,2.09,13.26,1
,1241164,2,0.428469,0.34,0.12,0.15,1.51,626,0.77,0.19,1
,1244554,1,0.536874,0.73,0.25,0.3,1.691,469,-0.68,-0.24,1
,1249142,1,0.56564,0.73,0.22,0.27,1.931,417,-0.91,-0.3,1
,1258617,5,0.289985,0.3,0.12,0.11,1.259,259,3.71,33.81,2
,1262710,0,-9.9,0.59,0.2,0.21,0.554,296,-0.55,1.58,1
,1265213,1,0.583089,0.61,0.18,0.2,1.4,293,-0.5,-0.42,1
,1266960,2,0.283104,0.56,0.18,0.22,0.685,332,0.23,-0.35,1
,1271119,1,0.565254,0.7,0.22,0.23,1.121,280,-0.66,0.35,2
,1273940,2,0.382316,0.46,0.16,0.2,1.207,324,-0.12,-1.2,1
,1275351,5,0.325824,0.51,0.16,0.21,1.556,315,0.73,-0.57,1
,1275589,4,2.526376,0.25,0.11,0.07,1.526,313,4.17,18.79,1
,1276492,5,0.312143,0.43,0.14,0.18,1.3,315,0.8,-0.4,1
,1286561,5,0.168744,0.44,0.15,0.17,0.682,326,1.86,10.18,1
,1289914,5,0.27231,0.65,0.22,0.28,1.611,310,0.75,-0.71,1
,1305630,2,0.284019,0.37,0.12,0.16,1.93,252,-0.2,-1.25,1
,1307948,1,0.527473,0.63,0.23,0.27,1.498,262,-0.11,0.31,1
,1308565,5,0.258924,0.78,0.25,0.28,1.983,262,0.96,-0.26,1
,1310262,1,0.602346,0.31,0.1,0.12,1.859,220,0.25,-0.73,2
,1315002,5,0.294647,0.52,0.18,0.25,2.408,203,0.3,-1.31,1
,1317052,1,0.522472,0.97,0.3,0.34,1.064,268,-0.34,-0.47,2
,1330574,5,0.536577,0.37,0.12,0.14,0.502,521,0.03,1.12,1
,1332201,1,0.580713,0.58,0.19,0.23,1.842,260,-0.58,-0.61,1
,1340367,0,0.435554,0.47,0.15,0.19,0.938,380,0.0,-1.05,1
,1348385,1,0.658947,0.61,0.2,0.19,0.779,187,0.51,0.82,1
,1354474,5,0.269779,0.48,0.14,0.13,0.715,165,0.36,0.29,1
,1357156,5,0.293225,0.55,0.19,0.23,1.309,141,0.45,-1.08,1
,1361970,5,0.294548,0.17,0.2,0.06,1.746,195,7.94,68.92,3
,1364129,5,0.329658,0.37,0.13,0.15,1.481,170,0.71,-0.89,1
,1365767,5,0.427416,0.38,0.12,0.13,1.989,169,0.87,0.13,1
,1372405,1,0.589181,0.89,0.31,0.27,1.274,181,1.35,4.87,1
,1374889,2,0.313133,0.36,0.12,0.15,1.297,189,-0.47,-0.83,1
,1390653,1,0.52187,0.97,0.31,0.38,1.807,524,-0.51,-0.43,1
,1391871,4,1.251048,0.46,0.14,0.14,1.039,561,3.24,10.97,1
,1391917,2,0.331859,0.36,0.14,0.17,1.764,499,0.72,0.73,1
,1398038,5,0.540452,0.53,0.15,0.12,1.154,237,1.54,1.9,2
,1399089,1,0.531907,0.7,0.22,0.23,2.219,149,-0.83,0.41,3
,1399470,5,0.290979,0.72,0.24,0.29,2.542,180,0.6,-0.73,1
,1399852,5,0.734201,0.45,0.13,0.13,0.853,182,1.32,1.48,3
,1403290,1,0.534727,1.0,0.34,0.46,1.343,194,0.02,-1.22,1
,1407363,0,-9.9,0.41,0.12,0.12,0.633,298,-0.41,1.37,1
,1410477,7,127.289604,0.79,0.26,0.35,2.884,506,0.32,-1.21,1
,1422965,5,0.246823,0.46,0.16,0.19,1.272,163,0.77,-0.6,1
,1426326,6,0.05206,0.52,0.16,0.15,2.376,175,-1.43,1.39,1
,1426563,1,0.556733,0.76,0.25,0.27,1.176,173,-0.63,-0.48,1
,1427812,2,0.385235,0.38,0.13,0.17,2.093,183,0.13,-0.59,2
,1428275,5,0.36163,0.53,0.25,0.2,1.596,203,4.52,31.85,1
,1434107,1,0.51194,0.93,0.32,0.42,1.918,528,-0.33,-1.22,1
,1435279,2,0.381859,0.5,0.15,0.19,1.541,545,-0.33,-0.62,1
,1438520,5,0.33601,0.53,0.17,0.22,1.298,523,0.7,-0.7,1
,1440217,2,0.34055,0.36,0.13,0.17,1.285,574,0.26,-0.4,1
,1448299,1,0.60691,0.77,0.26,0.31,2.216,435,-0.47,-0.79,1
,1449505,0,-9.9,0.91,0.36,0.11,0.532,126,4.03,16.93,1
,1457871,1,0.515446,0.78,0.28,0.3,2.511,498,0.22,2.59,1
,1462162,1,0.509,0.86,0.27,0.35,2.386,405,-0.79,-0.62,1
,1464881,5,0.319416,0.42,0.13,0.17,0.648,488,0.23,-0.7,1
,1468233,2,0.325255,0.37,0.13,0.17,0.849,256,-0.06,-1.08,1
,1469499,1,0.495967,0.93,0.31,0.38,2.933,192,-0.66,-0.62,1
,1471459,5,0.398543,0.67,0.21,0.17,0.669,153,1.64,2.75,2
,1478037,1,0.706121,0.64,0.19,0.23,1.543,308,-0.14,-0.69,1
,1482761,2,0.297081,0.39,0.13,0.17,1.095,340,-0.25,-1.19,1
,1490274,5,0.26886,0.28,0.1,0.11,1.441,314,1.4,5.53,1
,1491155,1,0.536249,0.84,0.26,0.31,1.441,323,-0.38,-0.74,1
,1491775,2,0.354984,0.42,0.14,0.19,1.322,293,0.05,-1.23,1
,1491942,1,0.479459,0.9,0.31,0.39,1.922,331,-0.45,-0.88,1
,1492054,2,0.356654,0.58,0.18,0.21,1.096,339,-0.38,-0.59,1
,1492129,1,0.627671,0.67,0.22,0.27,2.227,339,-0.69,-0.54,1
,1497296,5,0.356288,0.6,0.2,0.26,2.415,262,0.52,-0.82,1
,1499034,1,0.639108,0.8,0.27,0.34,1.54,242,0.14,-1.23,1
,1499145,6,0.04893,0.41,0.14,0.17,1.295,287,-0.38,-0.75,1
,1500329,5,0.337372,0.61,0.21,0.26,2.634,299,0.54,-0.85,1
,1500452,5,0.338757,0.36,0.12,0.15,1.394,311,0.42,-0.9,1
,1500964,5,0.296414,0.75,0.24,0.21,0.492,185,1.18,1.11,2
,1506638,5,0.329798,0.76,0.25,0.28,0.724,301,0.87,0.2,1
,1508774,1,0.470441,1.01,0.32,0.37,1.956,141,-0.67,-0.68,1
,1520013,4,0.681448,0.37,0.11,0.12,0.933,303,1.15,2.12,1
,1520272,2,0.408329,0.38,0.13,0.18,0.975,310,-0.02,-1.2,1
,1521068,2,0.286544,0.57,0.19,0.22,0.848,286,0.47,0.79,1
,1539000,1,0.500277,0.77,0.25,0.32,2.086,410,-0.58,-0.57,1
,1541626,5,0.362179,0.4,0.14,0.17,1.534,383,1.44,7.81,1
,1551619,2,0.338146,0.38,0.13,0.17,1.693,295,-0.03,-1.21,1
,1551674,5,0.248031,0.48,0.16,0.21,1.581,284,0.72,-0.67,1
,1553288,2,0.283999,0.37,0.35,0.13,1.178,273,6.1,44.46,1
,1559109,2,0.272659,0.42,0.15,0.2,1.299,316,0.05,-1.2,1
,1565093,4,0.899392,0.52,0.15,0.14,1.974,529,2.62,6.39,2
,1580949,5,0.283523,0.69,0.23,0.3,1.539,389,0.78,-0.65,1
,1581690,4,0.677707,0.5,0.15,0.12,0.605,96,1.49,1.28,3
,1582405,2,0.258416,0.35,0.12,0.15,2.206,405,0.0,-0.93,1
,1584721,1,0.676195,0.83,0.25,0.28,2.377,426,-0.97,0.09,1
,1585633,2,0.406924,0.42,0.15,0.2,1.76,432,-0.1,-1.4,1
,1586050,0,481.000397,0.58,0.22,0.2,0.709,268,1.52,6.91,1
,1586584,1,0.504491,1.01,0.33,0.42,1.429,408,-0.51,-0.74,1
,1588548,1,0.514057,0.95,0.31,0.39,1.396,403,-0.4,-0.91,1
,1593736,1,0.592627,0.51,0.21,0.16,0.742,264,1.06,8.62,1
,1593753,5,0.301194,0.59,0.19,0.22,2.06,299,1.16,0.47,1
,1602363,2,0.293579,0.38,0.13,0.14,0.615,311,0.81,2.52,1
,1612845,4,1.310508,0.44,0.12,0.1,0.99,414,1.14,3.04,2
,1614256,4,0.556391,0.45,0.14,0.14,2.127,267,1.74,1.84,1
,1615764,1,0.48819,0.94,0.3,0.38,2.048,334,-0.42,-0.93,1
,1619501,1,0.60828,0.59,0.18,0.21,2.516,323,-1.06,0.09,1
,1620903,0,-9.9,0.29,0.1,0.1,2.177,316,1.68,5.45,1
,1626282,2,0.416164,0.42,0.14,0.16,0.698,307,0.24,-0.36,1
,1627564,1,0.584916,0.75,0.23,0.26,1.493,317,-0.5,-0.49,1
,1631769,1,0.474355,0.87,0.28,0.28,1.013,290,0.41,0.67,2
,1634230,1,0.600538,0.56,0.19,0.21,1.903,273,-0.1,-0.37,1
,1634758,1,0.479113,0.92,0.3,0.38,2.344,230,-0.47,-0.94,1
,1637658,1,0.6646,0.64,0.19,0.22,1.652,157,-0.19,-0.71,1
,1643135,2,0.353188,0.65,0.22,0.26,0.877,207,0.41,0.52,1
,1648028,1,0.61091,0.67,0.2,0.21,0.599,256,0.19,-0.29,1
,1648862,1,0.637197,0.4,0.12,0.11,0.478,195,-0.13,0.52,3
,1650268,1,0.590901,0.66,0.22,0.25,0.987,196,0.1,-0.09,1
,1656568,2,0.276521,0.36,0.13,0.16,1.664,188,0.12,-0.76,1
,1667598,4,0.498579,0.54,0.17,0.25,1.363,555,1.37,0.67,2
,1679845,1,0.683384,0.63,0.2,0.25,1.775,441,-0.21,-1.09,1
,1680927,5,0.370524,0.45,0.3,0.17,2.222,410,7.6,78.95,1
,1683151,6,0.058234,0.51,0.16,0.16,1.231,427,-1.54,3.17,1
,1684856,1,0.521784,0.76,0.24,0.29,1.645,420,-0.93,-0.19,1
,1685980,1,0.752983,0.41,0.12,0.15,1.063,368,0.35,-0.4,2
,1687512,1,0.515614,0.8,0.26,0.28,1.405,364,-0.03,-0.41,1
,1688567,5,0.254995,0.46,0.15,0.18,1.909,266,0.89,-0.28,1
,1691490,1,0.719251,0.44,0.14,0.19,1.726,263,0.0,-1.1,1
,1691878,5,0.27966,0.52,0.17,0.22,2.253,237,0.59,-0.9,1
,1703266,5,0.254885,0.41,0.13,0.17,0.914,226,0.56,-0.52,1
,1708695,5,0.225758,0.38,0.13,0.14,0.917,203,1.36,4.51,1
,1710162,1,0.600986,0.47,0.15,0.16,2.149,182,-0.78,0.11,1
,1712862,0,-9.9,0.34,0.11,0.13,0.688,162,-0.14,-0.58,1
,1720538,2,0.291562,0.47,0.17,0.22,0.574,231,-0.09,-1.11,1
,1725743,0,-9.9,0.5,0.16,0.15,1.04,218,0.63,1.49,1
,1728470,1,0.642416,0.39,0.13,0.17,2.058,542,-0.46,-0.92,1
,1735658,5,0.2373,0.32,0.11,0.13,0.576,547,0.53,2.35,1
,1736308,1,0.555849,0.65,0.2,0.23,1.755,372,-0.54,-0.58,1
,1743519,5,0.284202,0.33,0.11,0.13,2.136,167,0.58,-0.52,1
,1746311,2,0.319192,0.42,0.15,0.18,1.145,226,1.0,3.9,1
,1748058,2,0.310236,0.42,0.15,0.2,1.239,463,0.25,-0.31,1
,1748794,2,0.302989,0.48,0.17,0.22,2.372,409,-0.07,-1.26,1
,1749054,2,0.289547,0.56,0.19,0.22,0.837,167,0.02,0.0,1
,1754582,5,0.27104,0.39,0.13,0.14,1.17,187,0.86,-0.09,1
,1763696,2,0.319826,0.45,0.15,0.19,0.529,517,0.26,-0.88,1
,1769795,1,0.545052,0.76,0.23,0.25,3.147,519,-0.93,0.22,1
,1774383,1,0.519424,0.82,0.27,0.31,1.567,236,-0.6,-0.28,3
,1779170,5,0.358638,0.44,0.14,0.11,0.964,180,1.91,4.82,2
,1780485,1,0.586397,0.72,0.23,0.24,1.306,240,-0.44,0.04,2
,1781225,6,0.058595,0.47,0.16,0.22,1.445,204,-0.61,-1.0,1
,1784750,1,0.590825,0.66,0.2,0.25,1.831,520,-0.45,-0.87,1
,1787086,1,0.645872,0.51,0.16,0.22,2.323,504,0.25,-1.12,1
,1788821,1,0.571802,0.71,0.22,0.24,1.282,521,-0.72,0.44,1
,1790596,1,0.534499,0.8,0.24,0.27,2.277,509,-0.89,0.22,1
,1793190,5,0.213528,0.4,0.13,0.16,1.187,537,0.61,-0.64,1
,1804606,1,0.499806,0.9,0.27,0.3,1.459,553,-0.89,0.26,1
,1811983,5,0.318027,0.39,0.13,0.16,2.166,252,0.72,-0.64,1
,1817613,1,0.610827,0.47,0.15,0.2,0.819,372,-0.05,-1.01,1
,1818091,1,0.494997,1.01,0.32,0.34,1.582,304,-0.75,-0.4,1
,1828651,1,0.535171,0.87,0.28,0.34,1.336,316,-0.57,-0.6,1
,1838988,2,0.344572,0.46,0.16,0.2,0.75,320,0.01,-0.67,1
,1844071,1,0.594897,0.62,0.2,0.22,1.049,267,-0.25,-0.32,1
,1844132,5,0.299967,1.08,0.37,0.22,2.005,287,2.85,10.04,1
,1848945,5,0.24306,0.52,0.18,0.24,1.013,300,0.41,-0.88,1
,1851295,5,0.423396,0.46,0.15,0.19,1.843,317,1.16,0.16,1
,1852655,2,0.340423,0.47,0.15,0.16,0.487,309,0.26,-0.02,1
,1852714,1,0.454981,1.0,0.33,0.4,1.943,294,-0.46,-0.86,1
,1857382,1,0.566431,0.55,0.17,0.21,2.322,280,-0.67,-0.44,1
,1863652,1,0.635622,0.88,0.31,0.38,1.671,250,-0.29,-0.72,1
,1864511,7,136.652008,1.36,0.42,0.44,3.494,185,0.26,-0.84,1
,1867745,1,0.558988,0.98,0.31,0.3,1.561,258,-0.27,0.6,1
,1869417,1,0.628153,0.69,0.24,0.21,0.745,61,-0.81,-0.29,2
,1870290,5,0.269727,0.51,0.18,0.25,1.786,280,0.56,-1.1,1
,1871916,1,0.600454,0.88,0.29,0.37,2.378,267,-0.76,-0.62,1
,1876472,5,0.251011,0.61,0.22,0.24,1.386,309,1.94,9.66,1
,1876491,1,0.760125,0.38,0.13,0.16,1.183,301,-0.31,-0.7,1
,1882088,2,0.315984,0.43,0.15,0.2,2.014,303,0.05,-1.05,1
,1882354,1,0.695067,0.72,0.23,0.29,1.482,313,-0.09,-0.71,1
,1885158,1,0.667418,0.68,0.21,0.24,1.052,273,0.09,-0.73,1
,1890167,1,0.651284,0.77,0.24,0.26,1.393,269,-0.54,-0.28,1
,1896980,5,0.313104,0.56,0.17,0.2,2.295,397,0.38,-0.49,2
,1913043,1,0.631506,0.31,0.1,0.13,0.504,548,-0.14,-0.47,1
,1913172,0,-9.9,1.38,0.64,0.4,4.694,591,-3.42,15.05,1
,1915212,2,0.309753,0.45,0.14,0.18,1.573,596,-0.16,-0.85,1
,1918275,2,0.272998,0.33,0.11,0.15,1.549,567,-0.13,-1.28,1
,1923062,5,33.80648,0.43,0.13,0.15,0.669,595,0.74,0.22,1
,1924820,5,0.363631,0.41,0.14,0.17,2.558,311,0.08,-0.52,1
,1925869,2,0.267213,0.43,0.13,0.16,0.541,398,0.09,-0.25,1
,1931336,1,0.565394,0.56,0.19,0.23,2.637,305,-0.82,0.2,1
,1932600,1,0.581852,0.47,0.15,0.19,2.671,336,-0.48,-0.56,1
,1932680,1,0.571222,0.88,0.31,0.38,1.433,424,-0.1,1.01,1
,1936459,1,0.649245,0.47,0.15,0.2,0.722,431,0.09,-0.92,1
,1937256,6,0.072405,0.34,0.11,0.12,1.656,309,-0.68,0.46,1
,1940075,5,0.298477,0.33,0.11,0.15,2.156,299,0.26,-1.1,2
,1943000,4,0.751666,0.37,0.12,0.09,1.606,318,2.81,8.43,2
,1944537,5,0.290801,0.79,0.27,0.35,1.677,305,0.62,-0.87,1
,1949890,5,0.625253,0.69,0.22,0.26,2.215,294,1.15,0.29,1
,1950085,1,0.568355,0.75,0.23,0.28,2.166,236,-0.56,-0.44,1
,1956049,1,0.591917,0.63,0.2,0.24,1.028,302,-0.62,-0.48,1
,1968997,1,0.507692,0.8,0.29,0.31,2.151,260,0.42,4.25,1
,1970100,5,0.263958,0.39,0.12,0.15,1.294,250,0.77,-0.26,1
,1984236,5,0.299379,0.67,0.23,0.23,0.938,218,1.14,0.67,1
,2023155,1,0.608577,0.75,0.23,0.27,2.075,438,-0.85,-0.3,1
,2024072,5,0.29998,0.68,0.23,0.31,1.931,682,0.86,-0.63,1
,2028765,5,0.586758,0.38,0.12,0.16,1.473,400,0.73,-0.51,1
,2029707,1,0.647395,0.76,0.24,0.29,0.972,311,0.04,-0.58,1
,2037512,2,0.335131,0.38,0.13,0.17,2.166,233,0.01,-0.98,1
,2038116,5,0.2594,0.6,0.21,0.3,1.57,207,0.62,-1.05,1
,2039870,1,0.460878,0.76,0.24,0.24,0.744,63,-0.4,-0.39,3
,2041979,1,0.653691,0.61,0.2,0.22,0.96,276,-0.57,-0.3,1
,2044369,1,0.534952,0.87,0.28,0.36,1.147,253,-0.29,-0.87,1
,2050107,1,0.686447,0.73,0.24,0.26,2.549,190,-0.95,-0.2,1
,2063120,5,0.260336,0.45,0.15,0.16,0.698,155,0.54,-0.11,1
,2075085,5,0.249504,0.33,0.11,0.14,0.964,543,0.55,-0.74,1
,2075949,1,0.477803,0.67,0.21,0.26,1.651,519,-0.8,-0.17,1
,2076617,5,0.255555,0.5,0.17,0.21,0.672,523,0.37,-0.92,1
,2079147,1,0.617457,0.45,0.15,0.19,1.173,459,-0.23,-0.97,1
,2084640,2,0.371815,0.52,0.17,0.2,0.705,523,0.29,-0.05,1
,2085787,4,0.652141,0.64,0.2,0.22,2.736,521,1.58,2.29,1
,2086810,4,1.383066,0.38,0.11,0.15,1.095,528,2.68,6.62,1
,2091036,1,0.523387,0.9,0.29,0.36,1.884,383,-0.55,-0.8,1
,2094414,5,0.323183,0.36,0.11,0.12,1.076,194,0.02,0.25,1
,2095091,1,0.473038,0.6,0.18,0.18,0.607,161,-0.09,0.56,3
,2095105,1,0.529829,0.72,0.23,0.26,2.388,189,-0.89,-0.02,1
,2099155,2,0.293789,0.51,0.18,0.23,1.203,505,0.02,-1.21,1
,2099869,5,0.437884,0.44,0.13,0.12,1.457,488,2.08,4.24,2
,2101707,1,0.591527,0.78,0.24,0.27,1.11,240,-0.07,-0.09,1
,2103445,5,0.368468,0.57,0.19,0.22,0.722,157,0.62,-0.27,2
,2104306,2,0.357041,0.39,0.13,0.17,2.28,517,-0.08,-1.12,1
,2117028,1,0.591243,0.63,0.2,0.24,2.055,527,-0.78,-0.25,1
,2117690,2,0.272647,0.37,0.12,0.16,0.794,530,0.17,-0.7,1
,2119778,1,0.584829,0.45,0.15,0.18,2.157,271,-0.87,-0.17,1
,2122319,2,0.359421,0.48,0.15,0.18,1.381,519,-0.43,-0.53,1
,2125638,1,0.60632,0.5,0.16,0.2,1.482,542,-0.5,-0.88,1
,2126772,5,0.278943,0.43,0.15,0.16,1.403,526,0.74,3.19,1
,2144933,1,0.496464,0.85,0.27,0.31,1.355,343,-0.76,-0.39,1
,2145400,1,0.564736,0.7,0.2,0.22,2.077,349,-1.12,0.51,1
,2148637,2,0.272267,0.45,0.16,0.21,1.252,339,-0.09,-1.28,1
,2149181,5,0.62077,0.35,0.11,0.11,1.331,311,1.13,2.18,1
,2154980,1,0.668164,0.42,0.14,0.16,0.946,72,-0.84,0.41,3
,2158320,6,0.072031,0.45,0.16,0.22,1.253,306,-0.32,-1.01,1
,2166478,5,0.355855,0.5,0.17,0.23,2.163,271,0.86,-0.62,1
,2167648,5,0.294414,0.47,0.16,0.2,1.368,309,0.63,-0.93,1
,2174367,1,0.643154,0.53,0.18,0.19,0.653,139,0.82,0.68,3
,2177764,2,0.315852,0.41,0.14,0.19,1.002,134,-0.08,-1.23,1
,2178286,5,0.257107,0.47,0.16,0.19,2.057,260,0.84,-0.49,1
,2190011,5,0.256088,0.56,0.19,0.24,1.319,257,0.47,-0.66,1
,2196029,2,0.292564,0.54,0.18,0.22,0.787,265,0.25,-0.49,1
,2197514,1,0.629613,0.54,0.17,0.23,1.264,260,-0.06,-0.91,1
,2198127,5,0.279664,0.63,0.22,0.24,1.043,314,1.2,0.93,2
,2201336,1,0.550572,0.31,0.11,0.14,2.109,269,0.45,-0.51,1
,2202528,2,0.393439,0.38,0.13,0.16,1.363,294,-0.11,-1.16,3
,2204856,1,0.493722,1.04,0.32,0.32,1.6,281,-0.79,-0.35,1
,2209936,1,0.506966,1.02,0.33,0.41,1.58,325,-0.59,-0.71,1
,2223492,2,0.287496,0.53,0.18,0.24,1.113,280,0.31,-0.37,1
,2224033,1,0.611205,0.53,0.17,0.19,1.243,253,-0.45,-0.65,1
,2224955,1,0.597806,0.56,0.18,0.16,2.024,139,-0.98,2.67,1
,2227132,1,0.642655,0.88,0.28,0.32,1.823,260,-0.02,-0.37,1
,2229607,1,0.575181,0.67,0.2,0.22,1.151,290,-0.45,0.92,1
,2229805,0,-9.9,0.52,0.16,0.19,0.488,293,-0.03,-0.38,1
,2230438,1,0.465877,0.78,0.29,0.27,1.662,246,0.9,7.9,1
,2230712,1,0.455838,0.87,0.32,0.28,2.315,242,0.34,4.02,1
,2237746,5,0.265991,0.45,0.15,0.19,0.941,488,0.52,-0.73,1
,2240118,1,0.538083,0.59,0.19,0.22,2.601,212,-0.41,-0.84,1
,2241015,1,0.647404,0.6,0.2,0.26,1.358,501,-0.36,-0.85,1
,2243683,1,0.579777,0.57,0.18,0.23,2.054,531,-0.52,-0.53,1
,2248105,5,0.359834,0.38,0.13,0.17,2.436,533,0.3,-0.81,1
,2248787,1,0.563524,0.71,0.23,0.31,2.042,540,-0.46,-0.78,1
,2248829,1,0.531315,0.83,0.25,0.26,1.411,548,-1.05,1.19,1
,2251043,1,0.46796,0.56,0.18,0.2,1.221,462,-0.41,-0.25,1
,2252873,1,0.703482,0.32,0.1,0.12,0.765,397,0.03,0.63,1
,2264042,1,0.655372,0.81,0.25,0.27,1.594,391,-0.35,-0.52,1
,2264447,5,0.294307,0.49,0.17,0.24,2.157,308,0.04,-1.44,1
,2269066,5,0.322382,0.35,0.12,0.15,1.783,205,0.55,-1.07,1
,2276533,1,0.586235,0.65,0.2,0.26,1.314,322,-0.53,-0.75,1
,2280940,1,0.562366,0.85,0.28,0.26,1.121,310,0.7,3.34,1
,2284940,1,0.517542,0.93,0.28,0.35,1.294,310,-0.08,-0.88,1
,2285108,1,0.626034,0.73,0.24,0.31,1.593,340,-0.36,-0.96,1
,2288347,1,0.808601,0.5,0.16,0.17,0.694,227,0.41,0.29,2
,2292862,5,0.278744,0.42,0.15,0.18,1.281,300,1.59,9.03,1
,2293423,2,0.309073,0.51,0.18,0.21,0.95,285,0.97,4.1,1
,2301515,1,0.565974,0.75,0.25,0.29,1.834,256,-0.42,-0.89,1
,2313352,1,0.753476,0.33,0.11,0.13,1.505,241,0.2,-0.73,2
,2321260,1,0.569574,0.66,0.21,0.27,1.429,247,-0.42,-1.0,1
,2323566,5,0.232872,0.8,0.28,0.29,1.955,224,1.28,2.29,1
,2330973,4,0.352708,0.74,0.29,0.16,0.797,226,3.01,11.53,2
,2332637,2,0.278148,0.41,0.13,0.16,0.682,493,-0.25,-0.51,1
,2333087,1,0.551467,0.74,0.24,0.29,2.286,560,-0.64,-0.42,1
,2334384,1,0.555341,0.7,0.22,0.27,2.039,443,-0.66,-0.65,1
,2340795,1,0.598235,0.55,0.17,0.21,0.934,477,0.0,-0.5,1
,2341370,1,0.579899,0.66,0.2,0.26,1.596,562,-0.66,-0.66,1
,2346835,1,0.778552,0.52,0.18,0.2,1.524,372,0.72,6.7,1
,2353476,1,0.5708,0.79,0.29,0.3,1.946,311,2.08,16.14,1
,2357763,1,0.52142,0.69,0.23,0.31,2.615,231,-0.89,-0.55,1
,2359102,5,0.214529,0.73,0.23,0.23,0.501,259,1.13,0.75,1
,2362884,5,0.452227,0.37,0.11,0.13,1.548,233,0.88,-0.04,1
,2370027,5,0.239909,0.37,0.12,0.15,1.052,170,0.48,-0.71,1
,2374717,1,0.596567,0.64,0.21,0.22,0.69,159,-0.12,-0.6,1
,2383627,2,0.310165,0.87,0.31,0.31,0.731,204,1.23,3.18,3
,2390130,1,0.502909,0.89,0.29,0.33,1.934,225,-0.94,-0.12,1
,2395704,5,0.377054,0.36,0.12,0.14,0.659,541,0.93,1.95,1
,2397296,1,0.488816,0.74,0.29,0.31,1.392,522,1.8,13.49,1
,2405301,1,0.611455,0.44,0.14,0.18,2.094,492,-0.32,-0.93,1
,2407483,1,0.687877,0.4,0.13,0.16,0.989,171,0.13,-1.11,1
,2408399,1,0.523341,0.79,0.26,0.33,2.246,123,-0.2,-1.11,1
,2414841,1,0.559609,0.6,0.19,0.23,1.895,522,-0.57,-0.44,1
,2419376,1,0.595673,0.46,0.14,0.17,1.154,391,-0.28,-0.76,1
,2429249,5,0.317475,0.36,0.12,0.17,1.506,485,0.45,-0.5,1
,2436284,0,-9.9,1.13,0.36,0.2,1.292,30,-0.61,-0.1,1
,2436939,1,0.630502,0.47,0.15,0.2,1.35,530,-0.39,-0.89,1
,2445331,1,0.595831,0.71,0.22,0.21,1.049,445,0.07,0.8,1
,2453514,1,0.589289,0.67,0.22,0.27,2.371,310,-0.29,-1.1,1
,2455568,1,0.594118,0.56,0.18,0.24,2.191,337,-0.57,-0.92,1
,2458783,1,0.535196,0.83,0.32,0.33,2.731,336,1.27,10.15,1
,2462460,1,0.682157,0.34,0.11,0.15,1.702,309,-0.38,-0.76,1
,2464031,1,0.592292,0.6,0.2,0.26,0.955,336,-0.5,-0.81,1
,2470752,5,0.679003,0.4,0.17,0.12,0.701,303,3.33,14.97,1
,2475488,1,0.553695,0.79,0.26,0.33,1.565,288,-0.59,-0.78,1
,2475766,0,-9.9,0.41,0.13,0.18,0.819,290,0.22,-0.93,1
,2495418,1,0.54377,0.24,0.26,0.09,1.682,216,12.67,174.83,1
,2499018,5,0.233706,0.55,0.19,0.24,1.212,279,0.68,-0.59,1
,2499858,5,0.312593,0.42,0.13,0.17,2.243,279,0.51,-0.63,1
,2503403,7,127.824898,1.31,0.44,0.62,3.107,302,0.52,-0.97,1
,2505387,2,0.330032,0.41,0.14,0.17,0.961,257,-0.07,0.97,1
,2510665,1,0.619997,0.59,0.2,0.22,0.795,153,0.32,0.16,1
,2510767,1,0.640606,0.36,0.11,0.11,0.544,163,-0.28,0.09,1
,2512872,1,0.544138,0.8,0.26,0.34,1.247,278,-0.34,-0.91,1
,2518221,7,175.036301,0.51,0.16,0.22,2.36,303,-0.04,-0.87,1
,2520161,5,0.26417,0.34,0.11,0.13,0.606,96,0.21,-0.66,1
,2522484,4,0.327636,0.45,0.17,0.13,0.488,309,2.75,10.16,2
,2523263,5,0.286814,0.58,0.2,0.27,1.215,299,0.81,-0.72,1
,2526967,2,0.355627,0.49,0.17,0.2,0.562,190,0.69,3.01,1
,2532058,1,0.632489,0.37,0.12,0.14,1.175,271,0.08,-0.95,1
,2532118,2,0.338378,0.51,0.17,0.22,0.906,273,0.06,-0.88,1
,2534282,5,0.250624,0.64,0.22,0.27,1.021,285,0.56,-0.91,1
,2537648,4,0.499488,0.51,0.18,0.13,0.864,246,3.38,19.2,2
,2542844,5,0.363036,0.4,0.14,0.18,1.713,199,0.16,-1.3,1
,2546766,0,-9.9,3.42,1.35,1.97,3.59,43,0.03,-1.71,1
,2552794,1,0.691936,0.26,0.18,0.1,0.52,502,9.22,105.49,1
,2554750,2,0.281573,0.41,0.14,0.19,1.58,285,-0.27,-1.31,1
